*----------------------------------------------------------------------------
* Output table number  :  0 (=first output table)
* Output table format  : Spreadsheet output
* Simulation results
* LINTUL2
 
TIME	LAI	WSOTHA	WSO	WST	WLV	WRT	TSUM	DAVTMP	DTR	VP	ROOTD	PTRAN	PEVAP	TRAN	EVAP	TRANRF	WA	WC	YEAR	RAIN	TRAIN
 
   30.0000    	  0.0000    	  0.0000    	  0.0000    	  0.0000    	 0.54545    	  0.0000    	  0.0000    	  3.8500    	  4.6650    	 0.75600    	 0.10000    	  0.0000    	 0.72635    	  0.0000    	 0.72635    	  0.0000    	  36.000    	 0.36000    	  2018.0    	  0.0000    	  0.0000    
   31.0000    	  0.0000    	  0.0000    	  0.0000    	  0.0000    	 0.54545    	  0.0000    	  0.0000    	  5.6500    	 0.76000    	 0.90500    	 0.10000    	  0.0000    	 0.14113    	  0.0000    	 0.13747    	  0.0000    	  35.274    	 0.35274    	  2018.0    	  13.500    	  0.0000    
   32.0000    	  0.0000    	  0.0000    	  0.0000    	  0.0000    	 0.54545    	  0.0000    	  0.0000    	  2.8000    	  2.6000    	 0.70800    	 0.10000    	  0.0000    	 0.43851    	  0.0000    	 0.43851    	  0.0000    	  36.000    	 0.36000    	  2018.0    	  3.8000    	  13.500    
   33.0000    	 1.20000E-02	  0.0000    	  0.0000    	  0.0000    	 0.54545    	  0.0000    	  2.8000    	  3.5500    	  3.9860    	 0.78200    	 0.11200    	 1.88819E-03	 0.63796    	 1.88819E-03	 0.63796    	  1.0000    	  40.320    	 0.36000    	  2018.0    	  5.6000    	  17.300    
   34.0000    	 1.23896E-02	  0.0000    	  0.0000    	 7.29201E-03	 0.55961    	 2.14471E-02	  6.3500    	  2.0500    	  2.9090    	 0.67700    	 0.12400    	 7.15940E-04	 0.41633    	 7.15940E-04	 0.41633    	  1.0000    	  44.640    	 0.36000    	  2018.0    	  1.2000    	  22.900    
   35.0000    	 1.26203E-02	  0.0000    	  0.0000    	 1.27859E-02	 0.57027    	 3.76055E-02	  8.4000    	 0.80000    	  4.1240    	 0.60400    	 0.13600    	 1.79365E-03	 0.60281    	 1.79365E-03	 0.60281    	  1.0000    	  48.960    	 0.36000    	  2018.0    	 0.10000    	  24.100    
   36.0000    	 1.27115E-02	  0.0000    	  0.0000    	 2.07188E-02	 0.58567    	 6.09377E-02	  9.2000    	 0.40000    	  5.6100    	 0.59300    	 0.14800    	 4.55269E-03	 0.80815    	 4.55269E-03	 0.79825    	  1.0000    	  52.772    	 0.35657    	  2018.0    	  0.0000    	  24.200    
   37.0000    	 1.27573E-02	  0.0000    	  0.0000    	 3.15880E-02	 0.60677    	 9.29057E-02	  9.6000    	 -1.9000    	  5.5450    	 0.49700    	 0.16000    	 2.36974E-03	 0.70442    	 2.36974E-03	 0.68382    	  1.0000    	  56.289    	 0.35181    	  2018.0    	 0.10000    	  24.200    
   38.0000    	 1.27573E-02	  0.0000    	  0.0000    	 4.23697E-02	 0.62770    	 0.12462    	  9.6000    	 -2.2000    	  7.6140    	 0.48500    	 0.17200    	 5.27578E-03	 0.93959    	 5.27578E-03	 0.90252    	  1.0000    	  60.020    	 0.34895    	  2018.0    	  0.0000    	  24.300    
   39.0000    	 1.27573E-02	  0.0000    	  0.0000    	 5.71745E-02	 0.65644    	 0.16816    	  9.6000    	 -1.5000    	  7.0300    	 0.50800    	 0.18400    	 4.99061E-03	 0.88931    	 4.99061E-03	 0.84084    	  1.0000    	  63.432    	 0.34474    	  2018.0    	  0.0000    	  24.300    
   40.0000    	 1.27573E-02	  0.0000    	  0.0000    	 7.08438E-02	 0.68297    	 0.20836    	  9.6000    	-0.25000    	  4.7920    	 0.60000    	 0.19600    	 2.16685E-03	 0.66622    	 2.16685E-03	 0.62187    	  1.0000    	  66.906    	 0.34136    	  2018.0    	 0.20000    	  24.300    
   41.0000    	 1.27573E-02	  0.0000    	  0.0000    	 8.01614E-02	 0.70106    	 0.23577    	  9.6000    	  3.5500    	  4.0240    	 0.67400    	 0.20800    	 1.79647E-03	 0.60558    	 1.79647E-03	 0.56315    	  1.0000    	  70.799    	 0.34038    	  2018.0    	 0.90000    	  24.500    
   42.0000    	 1.31715E-02	  0.0000    	  0.0000    	 8.79858E-02	 0.71625    	 0.25878    	  13.150    	  4.1000    	  4.8700    	 0.74300    	 0.22000    	 3.83864E-03	 0.92337    	 3.83864E-03	 0.86717    	  1.0000    	  75.451    	 0.34296    	  2018.0    	  8.5000    	  25.400    
   43.0000    	 1.36666E-02	  0.0000    	  0.0000    	 9.77613E-02	 0.73523    	 0.28753    	  17.250    	  2.1500    	  5.8240    	 0.63900    	 0.23200    	 3.78001E-03	 0.90463    	 3.78001E-03	 0.90463    	  1.0000    	  83.520    	 0.36000    	  2018.0    	 0.20000    	  33.900    
   44.0000    	 1.39336E-02	  0.0000    	  0.0000    	 0.10989    	 0.75877    	 0.32320    	  19.400    	  2.1500    	  8.3330    	 0.59700    	 0.24400    	 6.47722E-03	  1.3247    	 6.47722E-03	  1.3109    	  1.0000    	  87.128    	 0.35708    	  2018.0    	 0.10000    	  34.100    
   45.0000    	 1.42059E-02	  0.0000    	  0.0000    	 0.12758    	 0.79311    	 0.37524    	  21.550    	  1.0000    	  8.6450    	 0.56600    	 0.25600    	 8.48869E-03	  1.3391    	 8.48869E-03	  1.3030    	  1.0000    	  90.227    	 0.35245    	  2018.0    	  0.0000    	  34.200    
   46.0000    	 1.43343E-02	  0.0000    	  0.0000    	 0.14629    	 0.82943    	 0.43026    	  22.550    	  4.7000    	  1.9540    	 0.73300    	 0.26800    	 7.48055E-04	 0.39124    	 7.48055E-04	 0.37433    	  1.0000    	  93.236    	 0.34789    	  2018.0    	  4.6000    	  34.200    
   47.0000    	 1.49537E-02	  0.0000    	  0.0000    	 0.15056    	 0.83771    	 0.44281    	  27.250    	  2.3000    	  8.6940    	 0.65500    	 0.28000    	 6.61562E-03	  1.2869    	 6.61562E-03	  1.2869    	  1.0000    	  100.80    	 0.36000    	  2018.0    	 0.30000    	  38.800    
   48.0000    	 1.52664E-02	  0.0000    	  0.0000    	 0.17036    	 0.87615    	 0.50106    	  29.550    	  1.3500    	  6.8300    	 0.58000    	 0.29200    	 3.81589E-03	 0.86564    	 3.81589E-03	 0.85508    	  1.0000    	  104.12    	 0.35658    	  2018.0    	 0.10000    	  39.100    
   49.0000    	 1.54531E-02	  0.0000    	  0.0000    	 0.18624    	 0.90698    	 0.54776    	  30.900    	 0.80000    	  8.7910    	 0.59300    	 0.30400    	 6.36650E-03	  1.2194    	 6.36650E-03	  1.1942    	  1.0000    	  107.68    	 0.35421    	  2018.0    	 0.10000    	  39.200    
   50.0000    	 1.55647E-02	  0.0000    	  0.0000    	 0.20693    	 0.94714    	 0.60861    	  31.700    	 0.30000    	  3.6370    	 0.61400    	 0.31600    	 3.47900E-03	 0.50599    	 3.47900E-03	 0.48961    	  1.0000    	  110.90    	 0.35094    	  2018.0    	  0.0000    	  39.300    
   51.0000    	 1.56068E-02	  0.0000    	  0.0000    	 0.21555    	 0.96387    	 0.63397    	  32.000    	 0.40000    	  6.0350    	 0.56500    	 0.32800    	 5.25487E-03	 0.77188    	 5.25487E-03	 0.74366    	  1.0000    	  114.72    	 0.34976    	  2018.0    	  0.0000    	  39.300    
   52.0000    	 1.56631E-02	  0.0000    	  0.0000    	 0.22989    	 0.99172    	 0.67615    	  32.400    	-0.40000    	  9.3180    	 0.53400    	 0.34000    	 6.44351E-03	  1.2199    	 6.44351E-03	  1.1673    	  1.0000    	  118.29    	 0.34792    	  2018.0    	 0.10000    	  39.300    
   53.0000    	 1.56631E-02	  0.0000    	  0.0000    	 0.25212    	  1.0349    	 0.74152    	  32.400    	 0.35000    	  10.166    	 0.55000    	 0.35200    	 1.01097E-02	  1.4558    	 1.01097E-02	  1.3792    	  1.0000    	  121.54    	 0.34527    	  2018.0    	  0.0000    	  39.400    
   54.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.27637    	  1.0819    	 0.81284    	  32.750    	-0.15000    	  10.348    	 0.58300    	 0.36400    	 8.21588E-03	  1.4604    	 8.21588E-03	  1.3662    	  1.0000    	  124.47    	 0.34194    	  2018.0    	 0.10000    	  39.400    
   55.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.30113    	  1.1300    	 0.88566    	  32.750    	-0.30000    	  10.280    	 0.57600    	 0.37600    	 1.02797E-02	  1.4709    	 1.02797E-02	  1.3612    	  1.0000    	  127.51    	 0.33912    	  2018.0    	  0.0000    	  39.500    
   56.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.32572    	  1.1777    	 0.95801    	  32.750    	 -2.0000    	  11.259    	 0.51400    	 0.38800    	 1.03248E-02	  1.4805    	 1.03248E-02	  1.3548    	  1.0000    	  130.46    	 0.33623    	  2018.0    	  0.0000    	  39.500    
   57.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.35266    	  1.2300    	  1.0372    	  32.750    	 -3.1500    	  8.0740    	 0.46200    	 0.40000    	 7.03559E-03	  1.0091    	 7.03559E-03	 0.91372    	  1.0000    	  133.41    	 0.33353    	  2018.0    	  0.0000    	  39.500    
   58.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.37198    	  1.2675    	  1.0941    	  32.750    	 -3.8500    	  9.9750    	 0.43500    	 0.41200    	 8.26442E-03	  1.1882    	 8.26442E-03	  1.0696    	  1.0000    	  136.81    	 0.33207    	  2018.0    	  0.0000    	  39.500    
   59.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.39585    	  1.3139    	  1.1643    	  32.750    	 -6.5000    	  7.0530    	 0.36900    	 0.42400    	 5.33562E-03	 0.76435    	 5.33562E-03	 0.68332    	  1.0000    	  140.05    	 0.33031    	  2018.0    	  0.0000    	  39.500    
   60.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.41272    	  1.3466    	  1.2139    	  32.750    	 -4.2500    	  8.5220    	 0.43400    	 0.43600    	 7.40802E-03	  1.0570    	 7.40802E-03	 0.94208    	  1.0000    	  143.68    	 0.32955    	  2018.0    	  0.0000    	  39.500    
   61.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.43312    	  1.3862    	  1.2739    	  32.750    	 -4.0500    	  7.8200    	 0.46000    	 0.44800    	 5.98865E-03	 0.86833    	 5.98865E-03	 0.76986    	  1.0000    	  147.05    	 0.32825    	  2018.0    	  0.0000    	  39.500    
   62.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.45183    	  1.4225    	  1.3289    	  32.750    	 -1.6000    	  4.9310    	 0.53500    	 0.46000    	 4.58639E-03	 0.65782    	 4.58639E-03	 0.58120    	  1.0000    	  150.60    	 0.32739    	  2018.0    	  0.0000    	  39.500    
   63.0000    	 1.57125E-02	  0.0000    	  0.0000    	 0.46362    	  1.4454    	  1.3636    	  32.750    	  4.5500    	  8.7960    	 0.76600    	 0.47200    	 8.34366E-03	  1.4776    	 8.34366E-03	  1.3033    	  1.0000    	  154.33    	 0.32698    	  2018.0    	  2.2000    	  39.500    
   64.0000    	 1.63693E-02	  0.0000    	  0.0000    	 0.48467    	  1.4863    	  1.4255    	  37.300    	  7.5000    	  10.787    	 0.86700    	 0.48400    	 1.20477E-02	  1.9443    	 1.20477E-02	  1.7334    	  1.0000    	  159.54    	 0.32962    	  2018.0    	 0.10000    	  41.700    
   65.0000    	 1.75124E-02	  0.0000    	  0.0000    	 0.51156    	  1.5385    	  1.5046    	  44.800    	  4.1500    	  8.0020    	 0.80600    	 0.49600    	 9.96581E-03	  1.2863    	 9.96581E-03	  1.1348    	  1.0000    	  162.21    	 0.32703    	  2018.0    	  0.0000    	  41.800    
   66.0000    	 1.81788E-02	  0.0000    	  0.0000    	 0.53288    	  1.5799    	  1.5673    	  48.950    	  3.5500    	  8.8610    	 0.78600    	 0.50800    	 9.08902E-03	  1.4104    	 9.08902E-03	  1.2369    	  1.0000    	  165.38    	 0.32556    	  2018.0    	  3.1000    	  41.800    
   67.0000    	 1.87690E-02	  0.0000    	  0.0000    	 0.55739    	  1.6275    	  1.6394    	  52.500    	  4.2000    	  4.4100    	 0.79200    	 0.52000    	 4.04172E-03	 0.76197    	 4.04172E-03	 0.68008    	  1.0000    	  171.55    	 0.32991    	  2018.0    	  3.6000    	  44.900    
   68.0000    	 1.94921E-02	  0.0000    	  0.0000    	 0.56999    	  1.6519    	  1.6764    	  56.700    	  5.2000    	  8.8390    	 0.84400    	 0.53200    	 1.02101E-02	  1.4662    	 1.02101E-02	  1.3408    	  1.0000    	  178.78    	 0.33606    	  2018.0    	  3.5000    	  48.500    
   69.0000    	 2.04260E-02	  0.0000    	  0.0000    	 0.59619    	  1.7028    	  1.7535    	  61.900    	  10.900    	  6.4770    	  1.2290    	 0.54400    	 8.79707E-03	  1.2565    	 8.79707E-03	  1.1692    	  1.0000    	  185.25    	 0.34053    	  2018.0    	  4.7000    	  52.000    
   70.0000    	 2.25313E-02	  0.0000    	  0.0000    	 0.61631    	  1.7418    	  1.8127    	  72.800    	  9.8500    	  5.0110    	  1.1800    	 0.55600    	 6.65975E-03	 0.94986    	 6.65975E-03	 0.90669    	  1.0000    	  193.09    	 0.34728    	  2018.0    	 0.20000    	  56.700    
   71.0000    	 2.46199E-02	  0.0000    	  0.0000    	 0.63347    	  1.7751    	  1.8632    	  82.650    	  10.900    	  7.9410    	  1.1170    	 0.56800    	 1.31413E-02	  1.4940    	 1.31413E-02	  1.4208    	  1.0000    	  196.69    	 0.34628    	  2018.0    	  2.4000    	  56.900    
   72.0000    	 2.71576E-02	  0.0000    	  0.0000    	 0.66316    	  1.8328    	  1.9505    	  93.550    	  6.4500    	  2.8860    	 0.89400    	 0.58000    	 2.79793E-03	 0.51211    	 2.79793E-03	 0.49056    	  1.0000    	  201.97    	 0.34822    	  2018.0    	  4.8000    	  59.300    
   73.0000    	 2.87808E-02	  0.0000    	  0.0000    	 0.67506    	  1.8559    	  1.9855    	  100.00    	  4.8000    	  13.478    	 0.81000    	 0.59200    	 2.48519E-02	  2.2248    	 2.48519E-02	  2.1908    	  1.0000    	  210.59    	 0.35572    	  2018.0    	 0.10000    	  64.100    
   74.0000    	 3.00513E-02	  0.0000    	  0.0000    	 0.73390    	  1.9701    	  2.1585    	  104.80    	  6.7500    	  8.1220    	 0.83700    	 0.60400    	 1.85332E-02	  1.6401    	 1.85332E-02	  1.5949    	  1.0000    	  212.78    	 0.35229    	  2018.0    	  1.8000    	  64.200    
   75.0000    	 3.19335E-02	  0.0000    	  0.0000    	 0.77091    	  2.0419    	  2.2674    	  111.55    	  3.0500    	  2.4080    	 0.75600    	 0.61600    	 1.42856E-03	 0.38084    	 1.42856E-03	 0.37095    	  1.0000    	  217.28    	 0.35273    	  2018.0    	 0.40000    	  66.000    
   76.0000    	 3.28223E-02	  0.0000    	  0.0000    	 0.78258    	  2.0646    	  2.3015    	  114.60    	 -1.5000    	  5.3640    	 0.54300    	 0.62800    	 1.05833E-02	 0.72226    	 1.05833E-02	 0.70395    	  1.0000    	  221.62    	 0.35290    	  2018.0    	  0.0000    	  66.400    
   77.0000    	 3.28223E-02	  0.0000    	  0.0000    	 0.80938    	  2.1170    	  2.3793    	  114.60    	 -1.1000    	  7.4090    	 0.55600    	 0.64000    	 1.48441E-02	  1.0131    	 1.48441E-02	 0.98389    	  1.0000    	  225.23    	 0.35192    	  2018.0    	  0.0000    	  66.400    
   78.0000    	 3.28223E-02	  0.0000    	  0.0000    	 0.84641    	  2.1893    	  2.4867    	  114.60    	-0.20000    	  15.581    	 0.57200    	 0.65200    	 3.19634E-02	  2.1846    	 3.19634E-02	  2.1107    	  1.0000    	  228.55    	 0.35053    	  2018.0    	  0.0000    	  66.400    
   79.0000    	 3.28223E-02	  0.0000    	  0.0000    	 0.92427    	  2.3413    	  2.7125    	  114.60    	  2.2500    	  15.811    	 0.65600    	 0.66400    	 3.12136E-02	  2.4156    	 3.12136E-02	  2.3075    	  1.0000    	  230.73    	 0.34748    	  2018.0    	 0.60000    	  66.400    
   80.0000    	 3.34937E-02	  0.0000    	  0.0000    	  1.0033    	  2.4956    	  2.9417    	  116.85    	  4.3500    	  10.424    	 0.70800    	 0.67600    	 2.40444E-02	  1.6230    	 2.40444E-02	  1.5367    	  1.0000    	  233.30    	 0.34512    	  2018.0    	  0.0000    	  67.000    
   81.0000    	 3.48310E-02	  0.0000    	  0.0000    	  1.0566    	  2.6000    	  3.0952    	  121.20    	  6.7000    	  5.2110    	 0.87700    	 0.68800    	 1.00005E-02	 0.92428    	 1.00005E-02	 0.86851    	  1.0000    	  236.06    	 0.34311    	  2018.0    	  2.6000    	  67.000    
   82.0000    	 3.69959E-02	  0.0000    	  0.0000    	  1.0844    	  2.6547    	  3.1743    	  127.90    	  6.0500    	  4.6090    	 0.84700    	 0.70000    	 8.49690E-03	 0.79565    	 8.49690E-03	 0.75542    	  1.0000    	  242.09    	 0.34584    	  2018.0    	 0.10000    	  69.600    
   83.0000    	 3.90662E-02	  0.0000    	  0.0000    	  1.1107    	  2.7070    	  3.2475    	  133.95    	  6.2500    	  12.097    	 0.83000    	 0.71200    	 3.40283E-02	  1.9701    	 3.40283E-02	  1.8655    	  1.0000    	  245.74    	 0.34514    	  2018.0    	  0.0000    	  69.700    
   84.0000    	 4.13266E-02	  0.0000    	  0.0000    	  1.1840    	  2.8536    	  3.4480    	  140.20    	  5.1000    	  12.440    	 0.76700    	 0.72400    	 3.03363E-02	  1.9431    	 3.03363E-02	  1.8235    	  1.0000    	  248.16    	 0.34276    	  2018.0    	 0.10000    	  69.700    
   85.0000    	 4.32677E-02	  0.0000    	  0.0000    	  1.2642    	  3.0153    	  3.6631    	  145.30    	  6.1500    	  10.558    	 0.77700    	 0.73600    	 2.50631E-02	  1.6060    	 2.50631E-02	  1.4950    	  1.0000    	  250.71    	 0.34064    	  2018.0    	 0.30000    	  69.800    
   86.0000    	 4.57301E-02	  0.0000    	  0.0000    	  1.3358    	  3.1605    	  3.8521    	  151.45    	  5.8500    	  6.9610    	 0.84300    	 0.74800    	 1.76792E-02	  1.1503    	 1.76792E-02	  1.0653    	  1.0000    	  253.80    	 0.33931    	  2018.0    	  2.0000    	  70.100    
   87.0000    	 4.82023E-02	  0.0000    	  0.0000    	  1.3859    	  3.2630    	  3.9820    	  157.30    	  5.3500    	  3.0350    	 0.90400    	 0.76000    	 4.11784E-03	 0.47528    	 4.11784E-03	 0.44274    	  1.0000    	  259.03    	 0.34083    	  2018.0    	  12.200    	  72.100    
   88.0000    	 5.05800E-02	  0.0000    	  0.0000    	  1.4091    	  3.3107    	  4.0410    	  162.65    	  6.7000    	  10.772    	 0.83500    	 0.77200    	 4.11430E-02	  1.8262    	 4.11430E-02	  1.8023    	  1.0000    	  275.09    	 0.35633    	  2018.0    	  0.0000    	  84.300    
   89.0000    	 5.37238E-02	  0.0000    	  0.0000    	  1.4958    	  3.4901    	  4.2578    	  169.35    	  9.6000    	  15.379    	 0.95700    	 0.78400    	 6.35808E-02	  2.9224    	 6.35808E-02	  2.8602    	  1.0000    	  277.57    	 0.35404    	  2018.0    	  5.1000    	  84.300    
   90.0000    	 5.85720E-02	  0.0000    	  0.0000    	  1.6281    	  3.7658    	  4.5816    	  178.95    	  7.0000    	  12.044    	 0.91000    	 0.79600    	 4.48879E-02	  2.0038    	 4.48879E-02	  1.9812    	  1.0000    	  284.05    	 0.35685    	  2018.0    	  10.500    	  89.400    
   91.0000    	 6.23808E-02	  0.0000    	  0.0000    	  1.7420    	  4.0056    	  4.8518    	  185.95    	  4.3500    	  4.0210    	 0.83300    	 0.80800    	 1.01644E-02	 0.64269    	 1.01644E-02	 0.64269    	  1.0000    	  290.88    	 0.36000    	  2018.0    	  1.2000    	  99.900    
   92.0000    	 6.48714E-02	  0.0000    	  0.0000    	  1.7827    	  4.0919    	  4.9463    	  190.30    	  6.3000    	  8.3510    	 0.93100    	 0.82000    	 3.32239E-02	  1.4209    	 3.32239E-02	  1.4209    	  1.0000    	  295.20    	 0.36000    	  2018.0    	  1.2000    	  101.10    
   93.0000    	 6.86559E-02	  0.0000    	  0.0000    	  1.8710    	  4.2800    	  5.1481    	  196.60    	  13.100    	  13.437    	  1.2520    	 0.83200    	 8.22187E-02	  2.9223    	 8.22187E-02	  2.9189    	  1.0000    	  299.25    	 0.35968    	  2018.0    	 0.70000    	  102.30    
   94.0000    	 7.72469E-02	  0.0000    	  0.0000    	  2.0221    	  4.6039    	  5.4865    	  209.70    	  10.550    	  8.0400    	  1.1230    	 0.84400    	 4.31132E-02	  1.5204    	 4.31132E-02	  1.5037    	  1.0000    	  301.25    	 0.35693    	  2018.0    	  3.9000    	  103.00    
   95.0000    	 8.49410E-02	  0.0000    	  0.0000    	  2.1249    	  4.8271    	  5.7068    	  220.25    	  4.7500    	  9.8280    	 0.84000    	 0.85600    	 5.03018E-02	  1.5896    	 5.03018E-02	  1.5879    	  1.0000    	  307.91    	 0.35970    	  2018.0    	  1.7000    	  106.90    
   96.0000    	 8.86510E-02	  0.0000    	  0.0000    	  2.2641    	  5.1324    	  5.9948    	  225.00    	  7.2500    	  19.304    	 0.82300    	 0.86800    	 0.12643    	  3.4271    	 0.12643    	  3.4240    	  1.0000    	  312.27    	 0.35975    	  2018.0    	 0.10000    	  108.60    
   97.0000    	 9.46283E-02	  0.0000    	  0.0000    	  2.5504    	  5.7633    	  6.5775    	  232.25    	  14.550    	  17.099    	  1.1750    	 0.88000    	 0.14634    	  3.4386    	 0.14634    	  3.3872    	  1.0000    	  313.11    	 0.35581    	  2018.0    	  0.0000    	  108.70    
   98.0000    	 0.10787    	  0.0000    	  0.0000    	  2.8225    	  6.3668    	  7.1175    	  246.80    	  15.050    	  16.109    	  1.3210    	 0.89200    	 0.14041    	  2.9295    	 0.14041    	  2.8448    	  1.0000    	  313.90    	 0.35191    	  2018.0    	  0.0000    	  108.70    
   99.0000    	 0.12351    	  0.0000    	  0.0000    	  3.1176    	  7.0298    	  7.6738    	  261.85    	  13.650    	  10.034    	  1.3250    	 0.90400    	 0.10655    	  1.9098    	 0.10655    	  1.8328    	  1.0000    	  315.23    	 0.34871    	  2018.0    	  0.0000    	  108.70    
   100.000    	 0.13966    	  0.0000    	  0.0000    	  3.3301    	  7.5132    	  8.0530    	  275.50    	  15.350    	  12.848    	  1.4330    	 0.91600    	 0.15400    	  2.4419    	 0.15400    	  2.3262    	  1.0000    	  317.62    	 0.34674    	  2018.0    	  0.0000    	  108.70    
   101.000    	 0.16035    	  0.0000    	  0.0000    	  3.6406    	  8.2257    	  8.5791    	  290.85    	  11.650    	  9.0220    	  1.3040    	 0.92800    	 9.99943E-02	  1.6376    	 9.99943E-02	  1.5455    	  1.0000    	  319.46    	 0.34424    	  2018.0    	 0.50000    	  108.70    
   102.000    	 0.17808    	  0.0000    	  0.0000    	  3.9057    	  8.7953    	  8.9857    	  302.50    	  11.000    	  8.7310    	  1.2040    	 0.94000    	 0.12609    	  1.5424    	 0.12609    	  1.4498    	  1.0000    	  322.59    	 0.34318    	  2018.0    	  0.0000    	  109.20    
   103.000    	 0.19661    	  0.0000    	  0.0000    	  4.2024    	  9.4032    	  9.4082    	  313.50    	  8.5500    	  9.4670    	  1.1020    	 0.95200    	 0.14565    	  1.5995    	 0.14565    	  1.4952    	  1.0000    	  325.33    	 0.34174    	  2018.0    	  0.0000    	  109.20    
   104.000    	 0.21233    	  0.0000    	  0.0000    	  4.5706    	  10.126    	  9.8977    	  322.05    	  10.000    	  13.740    	  1.1380    	 0.96400    	 0.20082    	  2.3139    	 0.20082    	  2.1508    	  1.0000    	  328.01    	 0.34026    	  2018.0    	  1.4000    	  109.20    
   105.000    	 0.23233    	  0.0000    	  0.0000    	  5.1631    	  11.251    	  10.645    	  332.05    	  13.400    	  9.5740    	  1.3560    	 0.97600    	 0.14810    	  1.6511    	 0.14810    	  1.5301    	  1.0000    	  331.33    	 0.33948    	  2018.0    	  3.4000    	  110.60    
   106.000    	 0.25107    	  0.0000    	  0.0000    	  5.6282    	  12.103    	  11.196    	  345.45    	  10.250    	  18.875    	  1.1970    	 0.98800    	 0.35018    	  3.2379    	 0.35018    	  3.0229    	  1.0000    	  337.31    	 0.34141    	  2018.0    	 0.40000    	  114.00    
   107.000    	 0.29070    	  0.0000    	  0.0000    	  6.6591    	  13.905    	  12.323    	  355.70    	  12.000    	  20.796    	  1.1750    	  1.0000    	 0.48654    	  3.5448    	 0.48654    	  3.2739    	  1.0000    	  338.60    	 0.33860    	  2018.0    	  0.0000    	  114.40    
   108.000    	 0.34060    	  0.0000    	  0.0000    	  8.0031    	  16.173    	  13.704    	  367.70    	  15.150    	  21.382    	  1.3660    	  1.0120    	 0.59602    	  3.6789    	 0.59602    	  3.3521    	  1.0000    	  339.16    	 0.33513    	  2018.0    	  0.0000    	  114.40    
   109.000    	 0.39973    	  0.0000    	  0.0000    	  9.6597    	  18.860    	  15.288    	  382.85    	  18.850    	  22.232    	  1.5240    	  1.0240    	 0.76606    	  3.9712    	 0.76606    	  3.5680    	  1.0000    	  339.53    	 0.33157    	  2018.0    	  0.0000    	  114.40    
   110.000    	 0.47049    	  0.0000    	  0.0000    	  11.739    	  22.077    	  17.103    	  401.70    	  17.750    	  21.606    	  1.5680    	  1.0360    	 0.85535    	  3.6926    	 0.85535    	  3.2668    	  1.0000    	  339.51    	 0.32772    	  2018.0    	  0.0000    	  114.40    
   111.000    	 0.54956    	  0.0000    	  0.0000    	  14.199    	  25.671    	  19.020    	  419.45    	  15.000    	  21.758    	  1.3400    	  1.0480    	 0.91685    	  3.3273    	 0.91685    	  2.9013    	  1.0000    	  339.71    	 0.32415    	  2018.0    	  0.0000    	  114.40    
   112.000    	 0.64026    	  0.0000    	  0.0000    	  17.168    	  29.794    	  21.096    	  434.45    	  17.250    	  18.800    	  1.5170    	  1.0600    	 0.86550    	  2.8761    	 0.86550    	  2.4751    	  1.0000    	  340.21    	 0.32096    	  2018.0    	  2.1000    	  114.40    
   113.000    	 0.72903    	  0.0000    	  0.0000    	  20.196    	  33.829    	  23.028    	  451.70    	  12.450    	  17.529    	  1.2280    	  1.0720    	 0.98962    	  2.5477    	 0.98962    	  2.1845    	  1.0000    	  343.13    	 0.32009    	  2018.0    	  0.0000    	  116.50    
   114.000    	 0.82072    	  0.0000    	  0.0000    	  23.470    	  37.997    	  24.902    	  464.15    	  11.950    	  6.7580    	  1.2450    	  1.0840    	 0.42497    	 0.94590    	 0.42497    	 0.80266    	  1.0000    	  344.28    	 0.31760    	  2018.0    	  0.0000    	  116.50    
   115.000    	 0.85944    	  0.0000    	  0.0000    	  24.898    	  39.757    	  25.656    	  476.10    	  10.800    	  11.036    	  1.1680    	  1.0960    	 0.61152    	  1.5078    	 0.61152    	  1.2759    	  1.0000    	  347.37    	 0.31694    	  2018.0    	  5.5000    	  116.50    
   116.000    	 0.92483    	  0.0000    	  0.0000    	  27.381    	  42.729    	  26.870    	  486.90    	  9.3500    	  17.842    	  1.0280    	  1.1080    	  1.0355    	  2.2118    	  1.0355    	  1.8996    	  1.0000    	  355.09    	 0.32048    	  2018.0    	 0.70000    	  122.00    
   117.000    	  1.0364    	  0.0000    	  0.0000    	  31.731    	  47.799    	  28.848    	  496.25    	  9.7500    	  12.730    	  1.0210    	  1.1200    	 0.82243    	  1.3844    	 0.82243    	  1.1802    	  1.0000    	  356.94    	 0.31870    	  2018.0    	  0.0000    	  122.70    
   118.000    	  1.1228    	  0.0000    	  0.0000    	  35.176    	  51.727    	  30.317    	  506.00    	  10.600    	  9.6780    	  1.2210    	  1.1320    	 0.57921    	  1.0843    	 0.57921    	 0.91924    	  1.0000    	  359.26    	 0.31737    	  2018.0    	 0.40000    	  122.70    
